No.,UnixTime,Latitude,Longitude,SSID,Channel,RSSI(dBm),Obstacle
1,1658315677,35.15864898,136.9243929,1,20,-75,0
2,1658315677,35.15864898,136.9243929,1,20,-75,0
3,1658315677,35.15864898,136.9243929,1,20,-75,0
4,1658315677,35.15864898,136.9243929,1,20,-75,0
5,1658315678,35.15864898,136.9243929,1,20,-75,0
6,1658315678,35.15864898,136.9243929,1,20,-75,0
7,1658315678,35.15864898,136.9243929,1,20,-75,0
8,1658315678,35.15864898,136.9243929,1,20,-75,0
9,1658315678,35.15864898,136.9243929,1,20,-75,0
10,1658315679,35.15864898,136.9243929,1,20,-75,0
11,1658315679,35.15864898,136.9243929,1,20,-75,0
12,1658315679,35.15864898,136.9243929,1,20,-75,0
13,1658315679,35.15864898,136.9243929,1,20,-75,0
14,1658315679,35.15864898,136.9243929,1,20,-75,0
15,1658315679,35.15864898,136.9243929,1,20,-75,0
16,1658315680,35.15864898,136.9243929,1,20,-75,0
17,1658315680,35.15864898,136.9243929,1,20,-75,0
18,1658315680,35.15864898,136.9243929,1,20,-75,0
19,1658315680,35.15864898,136.9243929,1,20,-75,0
20,1658315680,35.15864898,136.9243929,1,20,-75,0
21,1658315681,35.15864898,136.9243929,1,20,-75,0
22,1658315681,35.15864898,136.9243929,1,20,-75,0
23,1658315681,35.15864898,136.9243929,1,20,-75,0
24,1658315681,35.15864898,136.9243929,1,20,-75,0
25,1658315681,35.15864898,136.9243929,1,20,-75,0
26,1658315681,35.15864898,136.9243929,1,20,-75,0
27,1658315682,35.15864898,136.9243929,1,20,-75,0
28,1658315682,35.15864898,136.9243929,1,20,-75,0
29,1658315682,35.15864898,136.9243929,1,20,-75,0
30,1658315682,35.15864898,136.9243929,1,20,-75,0
31,1658315682,35.15864898,136.9243929,1,20,-75,0
32,1658315683,35.15864898,136.9243929,1,20,-75,0
33,1658315683,35.15864898,136.9243929,1,20,-75,0
34,1658315683,35.15864898,136.9243929,1,20,-75,0
35,1658315683,35.15864898,136.9243929,1,20,-75,0
36,1658315683,35.15864898,136.9243929,1,20,-75,0
37,1658315684,35.15864898,136.9243929,1,20,-75,0
38,1658315684,35.15864898,136.9243929,1,20,-75,0
39,1658315684,35.15864898,136.9243929,1,20,-75,0
40,1658315684,35.15864898,136.9243929,1,20,-75,0
41,1658315684,35.15864898,136.9243929,1,20,-75,0
42,1658315685,35.15864898,136.9243929,1,20,-75,0
43,1658315685,35.15864898,136.9243929,1,20,-75,0
44,1658315685,35.15864898,136.9243929,1,20,-75,0
45,1658315685,35.15864898,136.9243929,1,20,-75,0
46,1658315685,35.15864898,136.9243929,1,20,-75,0
47,1658315685,35.15864898,136.9243929,1,20,-75,0
48,1658315686,35.15864898,136.9243929,1,20,-75,0
49,1658315686,35.15864898,136.9243929,1,20,-75,0
50,1658315686,35.15864898,136.9243929,1,20,-75,0
